,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,int_rates_add_2pct,new_term
1059,111816905,,11200,11200,11200,36 months,14.08,383.23,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,123xx,NY,33.03,0,Sep-88,1,,,22,0,6664,10.1,29,w,14.3616,48 months
1060,111777707,,5000,5000,5000,36 months,9.93,161.18,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,061xx,CT,16.41,0,Sep-05,0,46.0,,18,0,21773,59.8,23,w,10.1286,48 months
1061,110383622,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,12.22,7,Jun-92,0,10.0,90.0,10,1,15502,68.9,23,w,10.1286,48 months
1062,111812280,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,193xx,PA,18.45,0,Jun-07,1,,,11,0,6535,35.1,18,w,8.1294,48 months
1063,111986363,,6850,6850,6850,36 months,15.05,237.63,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,13.75,0,Sep-04,0,,,12,0,5678,94.6,19,w,15.351,48 months
1064,111661581,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,small_business,Business,342xx,FL,12.45,0,Oct-06,1,,,6,0,9445,40.0,9,w,12.229800000000001,48 months
1065,112159295,,2200,2200,2200,36 months,13.59,74.76,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,27.25,1,Oct-12,0,15.0,,8,0,8811,63.8,13,w,13.8618,48 months
1066,111898593,,16000,16000,16000,36 months,18.06,578.93,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,314xx,GA,18.93,0,Nov-86,0,45.0,,11,0,11279,61.0,26,w,18.4212,48 months
1068,111896628,,8000,8000,8000,36 months,12.62,268.09,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,287xx,NC,17.52,0,Nov-13,2,,,10,0,13673,34.0,10,w,12.872399999999999,48 months
1069,110383798,,8000,8000,8000,36 months,9.93,257.88,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,744xx,OK,24.02,0,Aug-07,1,,,13,0,18277,41.1,21,w,10.1286,48 months
1071,111816157,,30000,30000,30000,36 months,11.99,996.29,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,083xx,NJ,12.48,0,May-99,1,41.0,,10,0,6858,16.0,15,w,12.229800000000001,48 months
1073,111845518,,8400,8400,8400,36 months,10.91,274.65,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,147xx,NY,22.65,0,May-12,0,,109.0,6,1,7127,66.6,6,w,11.1282,48 months
1074,111786840,,10000,10000,10000,36 months,5.32,301.15,A,A1,Jun-17,Current,n,,other,Other,597xx,MT,11.94,0,Aug-03,2,,,11,0,4555,18.4,32,w,5.4264,48 months
1076,111673218,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,110xx,NY,15.03,0,Nov-00,0,,,7,0,17011,64.9,12,w,12.229800000000001,48 months
1077,111092195,,4000,4000,4000,36 months,10.42,129.86,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,116xx,NY,12.83,0,Apr-05,1,28.0,,9,0,18894,37.3,24,w,10.6284,48 months
1078,111876609,,26500,26500,26500,36 months,14.08,906.74,C,C3,Jun-17,Current,n,,small_business,Business,947xx,CA,9.48,0,Apr-83,4,,45.0,14,5,49921,56.0,17,w,14.3616,48 months
1080,111601579,,8000,8000,8000,36 months,5.32,240.92,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,334xx,FL,18.34,0,Oct-97,0,,,29,0,15919,15.0,43,w,5.4264,48 months
1084,110731063,,30000,30000,30000,36 months,11.99,996.29,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,787xx,TX,11.27,0,Nov-88,1,,,16,0,28177,48.2,19,w,12.229800000000001,48 months
1085,110062223,,6000,6000,6000,36 months,13.59,203.88,C,C2,Jun-17,Current,n,,major_purchase,Major purchase,945xx,CA,19.2,0,Jul-07,1,,,5,0,2039,17.0,8,w,13.8618,48 months
1086,112219222,,14400,14400,14400,36 months,7.97,451.05,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,280xx,NC,28.79,0,May-03,0,29.0,,9,0,18570,45.5,23,w,8.1294,48 months
1088,111674121,,16800,16800,16800,36 months,7.97,526.22,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,150xx,PA,12.0,0,Jun-90,2,45.0,,14,0,11506,20.8,28,w,8.1294,48 months
1090,112039817,,35000,35000,35000,36 months,11.99,1162.34,B,B5,Jun-17,Current,n,,other,Other,905xx,CA,9.41,0,Feb-96,1,,,12,0,36109,34.1,17,w,12.229800000000001,48 months
1091,112147689,,6000,6000,6000,36 months,21.45,227.44,D,D5,Jun-17,Current,n,,other,Other,917xx,CA,17.76,0,Sep-06,1,24.0,,12,0,10990,37.4,28,w,21.878999999999998,48 months
1092,112117329,,10000,10000,10000,36 months,7.35,310.38,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,294xx,SC,16.9,0,Jun-87,0,43.0,,7,0,7032,24.8,16,w,7.497,48 months
1093,111876669,,10000,10000,10000,36 months,16.02,351.67,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,553xx,MN,33.66,1,Sep-04,0,12.0,104.0,16,1,20378,59.6,23,w,16.3404,48 months
1094,111693737,,8400,8400,8400,36 months,10.91,274.65,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,329xx,FL,25.81,0,Dec-06,0,51.0,,8,0,4402,46.3,28,w,11.1282,48 months
1095,111684705,,11150,11150,11150,36 months,12.62,373.66,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,088xx,NJ,9.71,0,Nov-05,0,,,9,0,10174,87.7,20,w,12.872399999999999,48 months
1097,112085093,,9500,9500,9500,36 months,12.62,318.36,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,088xx,NJ,16.91,1,May-94,1,18.0,,10,0,9700,58.4,15,w,12.872399999999999,48 months
1098,112329277,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Late (31-120 days),n,,medical,Medical expenses,850xx,AZ,5.01,0,Jan-04,0,,,2,0,10321,98.3,9,w,12.229800000000001,48 months
1099,112032033,,16000,16000,16000,36 months,7.21,495.58,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,201xx,VA,12.72,1,Mar-03,0,7.0,,17,0,2713,13.9,24,w,7.3542,48 months
1100,112087449,,1800,1800,1800,36 months,9.44,57.61,B,B1,Jun-17,Current,n,,house,Home buying,481xx,MI,19.66,0,Aug-06,1,,,10,0,8500,20.8,20,w,9.6288,48 months
1101,112120122,,36000,36000,36000,36 months,7.21,1115.04,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,210xx,MD,12.65,0,Feb-95,2,,,29,0,60699,37.1,53,w,7.3542,48 months
1104,111810743,,4500,4500,4500,36 months,10.42,146.1,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,959xx,CA,11.28,0,Oct-96,0,78.0,72.0,7,1,2783,58.0,14,w,10.6284,48 months
1107,111116292,,5000,5000,5000,36 months,7.97,156.62,A,A5,Jun-17,Current,n,,moving,Moving and relocation,921xx,CA,15.41,2,Jun-05,0,13.0,,12,0,2120,45.1,16,w,8.1294,48 months
1109,112269339,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,042xx,ME,26.2,0,Mar-12,1,,,11,0,5428,12.8,16,w,8.1294,48 months
1110,110685539,,10000,10000,10000,36 months,7.07,309.1,A,A2,Jun-17,Current,n,,car,Car financing,282xx,NC,3.03,0,Sep-01,0,,,8,0,12185,15.3,12,w,7.2114,48 months
1111,111318327,,6800,6800,6800,36 months,12.62,227.88,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,928xx,CA,9.36,0,Sep-94,0,,52.0,9,1,4350,18.0,19,w,12.872399999999999,48 months
1115,112083110,,20000,20000,20000,36 months,10.42,649.3,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,610xx,IL,12.25,0,Nov-08,1,,,3,0,3635,67.3,6,w,10.6284,48 months
1116,111501690,,25000,25000,25000,36 months,23.88,979.25,E,E2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,342xx,FL,50.41,0,Jun-02,1,69.0,,16,0,17772,50.8,24,w,24.357599999999998,48 months
1120,111798496,,9100,9100,9100,36 months,10.42,295.43,B,B3,Jun-17,Current,n,,car,Car financing,993xx,WA,5.21,1,Apr-05,0,13.0,,6,0,25145,86.1,14,w,10.6284,48 months
1122,111839170,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,15.24,0,Aug-83,1,,,6,0,17845,51.0,7,w,9.6288,48 months
1123,110393769,,2475,2475,2475,36 months,13.59,84.1,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,970xx,OR,30.46,0,Nov-97,0,,60.0,4,1,1003,52.8,8,w,13.8618,48 months
1126,111396441,,40000,40000,40000,36 months,9.93,1289.38,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,870xx,NM,17.6,0,Sep-97,0,,,3,0,14530,90.8,4,w,10.1286,48 months
1128,111809632,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,19.08,0,Mar-14,0,,,5,0,12853,76.0,5,w,10.6284,48 months
1129,111868221,,35000,35000,35000,36 months,11.99,1162.34,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,070xx,NJ,10.34,1,Apr-98,0,9.0,,10,0,16662,41.6,31,w,12.229800000000001,48 months
1131,111650956,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,207xx,MD,26.51,2,Feb-02,0,12.0,,10,0,14923,98.0,28,w,12.229800000000001,48 months
1133,112007997,,15000,15000,15000,36 months,7.07,463.64,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,415xx,KY,18.75,0,Aug-89,1,,,10,0,16902,23.9,21,w,7.2114,48 months
1134,112016880,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,207xx,MD,15.59,0,May-05,1,39.0,,14,0,8974,58.7,24,w,12.229800000000001,48 months
1135,111256727,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,home_improvement,Home improvement,123xx,NY,23.71,1,Nov-01,0,0.0,,14,0,10004,18.2,24,w,8.1294,48 months
1136,111886958,,20000,20000,20000,36 months,22.91,773.26,E,E1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,391xx,MS,23.28,0,Jan-04,1,,,12,0,12836,52.6,17,w,23.3682,48 months
1138,112076673,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,5.81,0,Sep-10,0,,,6,0,10373,65.7,10,w,10.6284,48 months
1139,111418687,,4000,4000,4000,36 months,12.62,134.05,C,C1,Jun-17,Current,n,,other,Other,661xx,KS,15.55,0,Nov-13,0,,,6,0,6233,42.4,6,w,12.872399999999999,48 months
1140,112169253,,8000,8000,8000,36 months,11.99,265.68,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,228xx,VA,27.55,0,Apr-11,0,,,5,0,7541,77.7,16,w,12.229800000000001,48 months
1141,111074169,,23000,23000,23000,36 months,5.32,692.64,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,970xx,OR,36.96,0,Jan-94,0,,,12,0,42871,55.6,19,w,5.4264,48 months
1142,111918657,,8000,8000,8000,36 months,7.07,247.28,A,A2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,16.21,0,Aug-11,0,,,7,0,6584,25.3,10,w,7.2114,48 months
1143,110028692,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,home_improvement,Home improvement,302xx,GA,14.33,0,Apr-99,0,30.0,,5,0,33399,35.6,12,w,10.6284,48 months
1145,111093566,,7000,7000,7000,36 months,18.06,253.28,D,D2,Jun-17,Current,n,,credit_card,Credit card refinancing,068xx,CT,3.59,0,Sep-12,1,,,3,0,5583,93.1,5,w,18.4212,48 months
1146,112028626,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,721xx,AR,11.16,0,Nov-02,0,,87.0,6,1,13587,52.3,14,w,12.229800000000001,48 months
1147,111866778,,7075,7075,7075,36 months,21.45,268.19,D,D5,Jun-17,Current,n,,home_improvement,Home improvement,349xx,FL,13.33,0,Jan-13,0,,,9,0,15761,26.0,14,w,21.878999999999998,48 months
1149,111650432,,12000,12000,12000,36 months,12.62,402.14,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,853xx,AZ,19.75,0,Feb-07,0,43.0,,9,0,14571,59.7,17,w,12.872399999999999,48 months
1150,112169384,,5000,5000,5000,36 months,5.32,150.58,A,A1,Jun-17,Current,n,,other,Other,284xx,NC,18.89,0,Jun-95,0,76.0,,12,0,1623,6.3,20,w,5.4264,48 months
1151,111863211,,8000,8000,8000,36 months,9.93,257.88,B,B2,Jun-17,Current,n,,other,Other,481xx,MI,22.66,0,Nov-85,0,56.0,116.0,11,1,9515,88.9,22,w,10.1286,48 months
1153,112259193,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,482xx,MI,32.2,2,Mar-83,0,0.0,104.0,26,1,6829,25.5,33,w,12.229800000000001,48 months
1155,112116452,,28000,28000,28000,36 months,16.02,984.68,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,327xx,FL,4.68,0,May-00,0,,81.0,18,1,8791,13.1,34,w,16.3404,48 months
1156,111788247,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,20.1,0,Jul-04,0,,,23,0,31884,55.7,47,w,12.229800000000001,48 months
1157,112040455,,1000,1000,1000,36 months,7.97,31.33,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,548xx,WI,4.29,0,Mar-90,1,,,6,0,1345,5.4,11,w,8.1294,48 months
1159,112005410,,9800,9800,9800,36 months,9.93,315.9,B,B2,Jun-17,Current,n,,major_purchase,Major purchase,575xx,SD,31.57,1,Oct-00,1,21.0,,9,0,5363,43.6,19,w,10.1286,48 months
1162,111609580,,10000,10000,10000,36 months,11.99,332.1,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,087xx,NJ,29.3,0,May-08,1,,,17,0,18956,26.6,30,w,12.229800000000001,48 months
1163,110671017,,35000,35000,35000,36 months,16.02,1230.85,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,582xx,ND,14.48,0,Apr-04,0,,63.0,11,1,23547,87.9,22,w,16.3404,48 months
1164,112052279,,12000,12000,12000,36 months,9.44,384.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,618xx,IL,10.34,0,Mar-12,0,,,6,0,8716,38.6,9,w,9.6288,48 months
1165,111256282,,18000,18000,18000,36 months,18.06,651.29,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,490xx,MI,20.51,0,Jun-06,4,,,11,0,27824,55.2,18,w,18.4212,48 months
1167,112054867,,7200,7200,7200,36 months,13.59,244.65,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,484xx,MI,29.72,0,Oct-91,0,29.0,63.0,5,2,4118,33.5,10,w,13.8618,48 months
1168,111808954,,6000,6000,6000,36 months,7.21,185.84,A,A3,Jun-17,Current,n,,car,Car financing,325xx,FL,3.15,0,Jul-11,0,,,5,0,2664,14.3,6,w,7.3542,48 months
1169,111916562,,13000,13000,13000,36 months,10.42,422.05,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,304xx,GA,18.77,0,Dec-01,0,37.0,,7,0,12200,86.5,18,w,10.6284,48 months
1170,112116199,,3400,3400,3400,36 months,15.05,117.95,C,C4,Jun-17,Current,n,,major_purchase,Major purchase,713xx,LA,29.05,0,Jun-06,1,,,13,0,15196,65.5,44,w,15.351,48 months
1171,112219254,,25000,25000,25000,36 months,5.32,752.87,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,079xx,NJ,11.2,0,Apr-78,1,,,12,0,42200,64.5,35,w,5.4264,48 months
1172,111716426,,16000,16000,16000,36 months,9.93,515.75,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,191xx,PA,29.54,0,Sep-07,0,65.0,,19,0,13060,45.7,31,w,10.1286,48 months
1173,112083805,,10250,10250,10250,36 months,19.03,375.88,D,D3,Jun-17,Current,n,,credit_card,Credit card refinancing,770xx,TX,30.33,0,Sep-09,0,,,6,0,10271,79.6,14,w,19.410600000000002,48 months
1174,112369182,,15000,15000,15000,36 months,13.59,509.69,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,372xx,TN,23.37,0,Feb-00,1,,70.0,17,1,14239,48.3,37,w,13.8618,48 months
1175,111846741,,20000,20000,20000,36 months,7.35,620.75,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,850xx,AZ,21.22,1,Feb-94,4,33.0,,23,0,72452,71.0,44,w,7.497,48 months
1176,112145781,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,211xx,MD,21.1,3,Mar-01,0,11.0,,17,0,5219,15.0,37,w,12.229800000000001,48 months
1177,111757100,,6600,6600,6600,36 months,9.44,211.24,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,282xx,NC,23.46,0,May-07,1,,,15,0,14847,35.8,27,w,9.6288,48 months
1178,111776243,,22950,22950,22950,36 months,15.05,796.14,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,010xx,MA,23.29,0,Nov-96,2,29.0,87.0,6,1,23081,89.0,16,w,15.351,48 months
1179,112309575,,7000,7000,7000,36 months,10.91,228.88,B,B4,Jun-17,Late (31-120 days),n,,credit_card,Credit card refinancing,897xx,NV,21.55,0,Oct-13,0,,,5,0,5850,60.3,7,w,11.1282,48 months
1183,110712526,,10000,10000,10000,36 months,12.62,335.12,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,18.04,0,Mar-14,2,,,9,0,9967,50.9,10,w,12.872399999999999,48 months
1184,112076049,,14000,14000,14000,36 months,15.05,485.66,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,547xx,WI,33.78,0,Jul-86,0,,60.0,9,1,21483,77.8,20,w,15.351,48 months
1185,110088750,,20000,20000,20000,36 months,7.97,626.46,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,13.75,0,Jan-94,0,,47.0,16,1,39758,76.3,21,w,8.1294,48 months
1186,112050511,,1200,1200,1200,36 months,10.91,39.24,B,B4,Jun-17,Current,n,,medical,Medical expenses,924xx,CA,11.47,0,May-94,3,66.0,,8,0,685,2.0,19,w,11.1282,48 months
1187,111914983,,7000,7000,7000,36 months,10.91,228.88,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,381xx,TN,19.63,0,Jun-08,0,42.0,,4,0,5396,85.7,8,w,11.1282,48 months
1188,110332605,,4500,4500,4500,36 months,7.21,139.38,A,A3,Jun-17,Current,n,,other,Other,640xx,MO,16.27,0,Oct-94,1,,,11,0,22537,52.2,26,w,7.3542,48 months
1193,112082449,,10000,10000,10000,36 months,19.03,366.72,D,D3,Jun-17,Current,n,,home_improvement,Home improvement,493xx,MI,33.03,0,Oct-93,0,32.0,,10,0,25511,64.9,26,w,19.410600000000002,48 months
1194,112084607,,6000,6000,6000,36 months,10.91,196.18,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,773xx,TX,8.51,1,Aug-05,0,23.0,,7,0,4878,39.7,10,w,11.1282,48 months
1199,112279256,,20000,20000,20000,36 months,14.08,684.33,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,327xx,FL,18.36,1,Aug-04,1,17.0,,15,0,15656,79.9,22,w,14.3616,48 months
1200,111661874,,25000,25000,25000,36 months,7.97,783.07,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,917xx,CA,14.62,1,Sep-99,0,20.0,,17,0,30348,39.0,35,w,8.1294,48 months
1201,112132125,,25000,25000,25000,36 months,9.44,800.13,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,775xx,TX,26.96,0,Jun-99,0,,,8,0,14566,31.1,17,w,9.6288,48 months
1203,112309392,,5375,5375,5375,36 months,10.91,175.75,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,123xx,NY,24.44,0,Oct-82,0,,80.0,18,1,3106,13.2,46,w,11.1282,48 months
1204,112027851,,3000,3000,3000,36 months,9.44,96.02,B,B1,Jun-17,Current,n,,medical,Medical expenses,945xx,CA,6.52,0,Nov-97,0,,,6,0,3262,12.2,8,w,9.6288,48 months
1205,111788514,,16000,16000,16000,36 months,10.42,519.44,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,554xx,MN,19.95,0,Jul-02,0,38.0,,13,0,22750,67.7,18,w,10.6284,48 months
1206,110365666,,3000,3000,3000,36 months,16.02,105.51,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,960xx,CA,12.8,0,Aug-07,1,42.0,,8,0,3376,49.6,15,w,16.3404,48 months
1208,112053686,,12000,12000,12000,36 months,11.99,398.52,B,B5,Jun-17,Late (16-30 days),n,,debt_consolidation,Debt consolidation,156xx,PA,13.43,0,Sep-94,0,59.0,,5,0,2584,61.5,51,w,12.229800000000001,48 months
1210,111776731,,1750,1750,1750,36 months,22.91,67.66,E,E1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,384xx,TN,24.77,0,Sep-97,0,,,4,0,5777,62.0,15,w,23.3682,48 months
1211,111131123,,7000,7000,7000,36 months,11.99,232.47,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,895xx,NV,12.48,0,Apr-08,0,,,7,0,11992,52.8,12,w,12.229800000000001,48 months
1212,111759436,,3600,3600,3600,36 months,11.99,119.56,B,B5,Jun-17,Current,n,,vacation,Vacation,773xx,TX,25.18,1,May-95,0,5.0,,21,0,10269,60.1,34,w,12.229800000000001,48 months
1214,112016351,,8400,8400,8400,36 months,10.42,272.71,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,986xx,WA,8.27,0,Jul-99,0,,,7,0,11287,70.5,16,w,10.6284,48 months
1215,110091784,,20000,20000,20000,36 months,7.35,620.75,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,921xx,CA,26.75,0,Apr-78,0,,,27,0,22243,25.5,33,w,7.497,48 months
1216,111789190,,4800,4800,4800,36 months,7.07,148.37,A,A2,Jun-17,Current,n,,home_improvement,Home improvement,130xx,NY,8.18,0,Oct-94,0,,,7,0,1097,49.9,15,w,7.2114,48 months
1218,110798318,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,445xx,OH,23.87,0,May-82,1,,111.0,15,1,15184,73.0,26,w,10.6284,48 months
1222,110779919,,8000,8000,8000,36 months,7.97,250.59,A,A5,Jun-17,Current,n,,vacation,Vacation,784xx,TX,19.1,0,Apr-94,2,40.0,45.0,9,1,9631,73.0,27,w,8.1294,48 months
1223,112063741,,35000,35000,35000,36 months,19.03,1283.5,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,14.06,0,Dec-01,0,73.0,,8,0,23181,55.1,12,w,19.410600000000002,48 months
1224,112239118,,28800,28800,28800,36 months,7.97,902.09,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,330xx,FL,16.11,0,Jun-94,0,36.0,,13,0,16913,59.1,28,w,8.1294,48 months
1225,112026523,,14400,14400,14400,36 months,29.69,608.87,F,F2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,777xx,TX,22.41,0,Apr-95,0,,,23,0,7168,20.3,40,f,30.283800000000003,48 months
1226,110588334,,2400,2400,2400,36 months,12.62,80.43,C,C1,Jun-17,Current,n,,moving,Moving and relocation,380xx,TN,16.83,0,Mar-95,0,45.0,,7,0,9967,76.7,18,w,12.872399999999999,48 months
1227,111752592,,5000,5000,5000,36 months,13.59,169.9,C,C2,Jun-17,Current,n,,other,Other,703xx,LA,24.73,5,Jan-06,0,6.0,,9,0,3300,57.9,13,w,13.8618,48 months
1229,110790552,,28000,28000,28000,36 months,18.06,1013.12,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,190xx,PA,34.15,0,Apr-03,0,,,22,0,58567,51.8,43,w,18.4212,48 months
1233,111580253,,8400,8400,8400,36 months,21.45,318.42,D,D5,Jun-17,Current,n,,other,Other,336xx,FL,33.24,0,Oct-13,0,,82.0,14,1,9135,50.2,18,w,21.878999999999998,48 months
1234,111480972,,3300,3300,3300,36 months,15.05,114.48,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,210xx,MD,18.61,0,Jul-05,0,,,14,0,34020,52.7,19,w,15.351,48 months
1235,111796528,,35000,35000,35000,36 months,12.62,1172.9,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,600xx,IL,18.63,0,May-91,1,43.0,,23,0,26993,49.8,48,w,12.872399999999999,48 months
1237,111967527,,25000,25000,25000,36 months,5.32,752.87,A,A1,Jun-17,Current,n,,home_improvement,Home improvement,483xx,MI,5.34,0,Jun-07,1,,,15,0,20501,15.4,31,w,5.4264,48 months
1240,112088549,,9475,9475,9475,36 months,10.91,309.8,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,178xx,PA,15.6,0,Aug-04,1,30.0,,6,0,3648,25.3,12,w,11.1282,48 months
1241,112076304,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,23.08,0,Aug-12,0,,,10,0,6959,54.4,12,w,13.8618,48 months
1242,111976092,,28000,28000,28000,36 months,12.62,938.32,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,341xx,FL,71.46,0,Nov-98,0,58.0,,21,0,32245,67.7,34,w,12.872399999999999,48 months
1243,111644083,,35000,35000,35000,36 months,14.08,1197.58,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,064xx,CT,10.1,1,Oct-93,4,4.0,,16,0,21211,40.3,35,w,14.3616,48 months
